DB Class Key	Common Organism Name	NCBI Taxon ID	Symbol	EntrezGene ID	Mouse MGI ID	HGNC ID	OMIM Gene ID	Genetic Location	Genome Coordinates (mouse: GRCm39 human: GRCh38)	Nucleotide RefSeq IDs	Protein RefSeq IDs	SWISS_PROT IDs
52066705	mouse, laboratory	10090	Serpinb6d	238568	MGI:2667783			Chr13 13.94 cM	Chr13:33845388-33855564(+)	NM_001300892,NM_001076790	NP_001070258,NP_001287821	
52066705	human	9606	SERPINB6	5269		HGNC:8950	OMIM:173321	Chr6 p25.2	Chr6:2948158-2972375(-)	NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568,NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568,NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568,NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568,NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568	XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846,XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846,XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846,XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846,XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846	P35237,P35237,P35237,P35237,P35237
52066706	mouse, laboratory	10090	Serpinb8	20725	MGI:894657			Chr1 50.34 cM	Chr1:107517668-107536708(+)	NM_011459,NM_001159748,XM_006529292	XP_006529355,NP_001153220,NP_035589	O08800
52066706	human	9606	SERPINB8	5271		HGNC:8952	OMIM:601697	Chr18 q22.1	Chr18:63970029-64019779(+)	NM_198833,NM_002640,NM_001366198,NM_001348370,NM_001348369,NM_001348368,NM_001348367,NM_001276490,NM_001031848	NP_942130,NP_001027018,NP_001263419,NP_001335296,NP_001335297,NP_001335298,NP_001335299,NP_001353127,NP_002631	P50452
52066707	mouse, laboratory	10090	Serpinb6b	20708	MGI:894688			Chr13 13.78 cM	Chr13:33149192-33163050(+)	NM_011454,XM_006516621,XM_006516622	XP_006516685,XP_006516684,NP_035584	
52066707	human	9606	SERPINB6	5269		HGNC:8950	OMIM:173321	Chr6 p25.2	Chr6:2948158-2972375(-)	NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568,NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568,NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568,NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568,NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568	XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846,XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846,XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846,XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846,XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846	P35237,P35237,P35237,P35237,P35237
52066708	mouse, laboratory	10090	Serpinb9c	20707	MGI:894669			Chr13 13.82 cM	Chr13:33333258-33343725(-)	XM_006516618,XM_006516620,XM_006516619,NM_001164524,NM_011453	XP_006516682,XP_006516681,XP_006516683,NP_035583,NP_001157996	
52066708	human	9606	SERPINB9	5272		HGNC:8955	OMIM:601799	Chr6 p25.2	Chr6:2887169-2903309(-)	NM_004155,NM_004155,NM_004155,NM_004155,NM_004155,NM_004155,NM_004155,NM_004155	NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617	P50453,P50453,P50453,P50453,P50453,P50453,P50453,P50453
52066709	mouse, laboratory	10090	Serpinb6a	20719	MGI:103123			Chr13 14 cM	Chr13:34101901-34186777(-)	NM_001164118,NM_001243192,NM_009254,NM_001164117,XM_036157951,XM_011244299,XM_011244301,XM_011244300	NP_033280,XP_036013844,XP_011242603,NP_001230121,NP_001157590,XP_011242601,NP_001157589,XP_011242602	Q60854
52066709	human	9606	SERPINB6	5269		HGNC:8950	OMIM:173321	Chr6 p25.2	Chr6:2948158-2972375(-)	NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568,NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568,NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568,NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568,NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568	XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846,XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846,XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846,XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846,XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846	P35237,P35237,P35237,P35237,P35237
52066710	mouse, laboratory	10090	Serpinb9	20723	MGI:106603			Chr13 13.79 cM	Chr13:33187233-33201940(+)	XM_006516628,XM_006516626,NM_009256	NP_033282,XP_006516691,XP_006516689	
52066710	human	9606	SERPINB9	5272		HGNC:8955	OMIM:601799	Chr6 p25.2	Chr6:2887169-2903309(-)	NM_004155,NM_004155,NM_004155,NM_004155,NM_004155,NM_004155,NM_004155,NM_004155	NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617	P50453,P50453,P50453,P50453,P50453,P50453,P50453,P50453
52066711	mouse, laboratory	10090	Serpinb9b	20706	MGI:894668			Chr13 13.79 cM	Chr13:33211397-33224571(+)	NM_011452	NP_035582	
52066711	human	9606	SERPINB9	5272		HGNC:8955	OMIM:601799	Chr6 p25.2	Chr6:2887169-2903309(-)	NM_004155,NM_004155,NM_004155,NM_004155,NM_004155,NM_004155,NM_004155,NM_004155	NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617,NP_004146,XP_005249241,XP_011512980,XP_047274850,XP_054211615,XP_054211616,XP_054211617	P50453,P50453,P50453,P50453,P50453,P50453,P50453,P50453
52066712	mouse, laboratory	10090	Serpinb6c	97848	MGI:2145481			Chr13 13.99 cM	Chr13:34063799-34089691(-)	NM_148942,NM_001382852,XM_036158233	NP_683744,NP_001369781,XP_036014126	
52066712	human	9606	SERPINB6	5269		HGNC:8950	OMIM:173321	Chr6 p25.2	Chr6:2948158-2972375(-)	NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568,NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568,NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568,NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568,NM_001374517,NM_001195291,NM_001271822,NM_001271823,NM_001271824,NM_001271825,NM_001297699,NM_001297700,NM_001374515,NM_001374516,NM_004568	XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846,XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846,XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846,XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846,XP_054211613,XP_054211614,XP_047274848,XP_054211611,XP_054211612,XP_047274847,XP_054211610,XP_047274849,XP_054211605,XP_054211606,XP_054211607,XP_054211608,XP_054211609,NP_001182220,NP_001258751,NP_001258752,NP_001258753,NP_001258754,NP_001284628,NP_001284629,NP_001361444,NP_001361445,NP_001361446,NP_004559,XP_011512974,XP_016866430,XP_024302233,XP_047274839,XP_047274840,XP_047274841,XP_047274843,XP_047274844,XP_047274845,XP_047274846	P35237,P35237,P35237,P35237,P35237
52066713	mouse, laboratory	10090	Ppme1	72590	MGI:1919840			Chr7 54.35 cM	Chr7:99975944-100021103(-)	NM_028292	NP_082568	Q8BVQ5
52066713	human	9606	PPME1	51400		HGNC:30178	OMIM:611117	Chr11 q13.4	Chr11:74171083-74254703(+)	NM_016147,NM_001271593	XP_047283072,NP_001258522,NP_057231,XP_054225085,XP_054225084,XP_016873402	Q9Y570
52066714	mouse, laboratory	10090	Tanc2	77097	MGI:2444121			Chr11 68.73 cM	Chr11:105480812-105820130(+)	XM_006534472,XM_006534480,XM_006534483,XM_006534482,XM_006534474,XM_006534473,XM_006534476,XM_006534475,XM_006534478,XM_006534477,NM_001440251,NM_181071,XM_006534481	XP_006534536,NP_851416,NP_001427180,XP_006534546,XP_006534535,XP_006534537,XP_006534538,XP_006534539,XP_006534540,XP_006534541,XP_006534543,XP_006534544,XP_006534545	A2A690
52066714	human	9606	TANC2	26115		HGNC:30212	OMIM:615047	Chr17 q23.2-q23.3	Chr17:62966235-63427703(+)	NM_001394998,NM_030658,NM_025185,NM_015623,NM_001411076	XP_006721873,XP_011522899,XP_011522900,XP_011522901,XP_011522902,XP_011522903,XP_011522904,XP_016879918,XP_016879919,XP_047291687,XP_047291688,XP_047291689,XP_047291690,XP_047291691,XP_047291693,XP_047291694,XP_054171652,XP_054171653,XP_054171654,XP_054171655,XP_054171656,XP_054171657,XP_054171658,XP_054171659,XP_054171663,XP_054171664,XP_054171665,XP_054171666,XP_054171667,XP_054171669,NP_079461,XP_006721870,XP_006721874,XP_054171660,XP_054171661,XP_054171668,XP_054171662,NP_001381927,NP_001398005	Q9HCD6
52066715	mouse, laboratory	10090	Heyl	56198	MGI:1860511			Chr4 57.41 cM	Chr4:123127349-123143663(+)	NM_013905	NP_038933	Q9DBX7
52066715	human	9606	HEYL	26508		HGNC:4882	OMIM:609034	Chr1 p34.2	Chr1:39623435-39639643(-)	NM_014571	XP_054191943,NP_055386,XP_005270802	Q9NQ87
52066716	mouse, laboratory	10090	Prss29	114662	MGI:2149952			Chr17 12.53 cM	Chr17:25537628-25541658(+)	NM_053260	NP_444490	Q99MS4
52066716	human	9606	PRSS29P	123787		HGNC:17542		Chr16 p13.3	Chr16:1261003-1264004(-)			A6NIE9
52066717	mouse, laboratory	10090	Slc38a5	209837	MGI:2148066			ChrX 3.74 cM	ChrX:8137620-8146418(+)	NM_172479	NP_766067	Q3U1J0
52066717	human	9606	SLC38A5	92745		HGNC:18070	OMIM:300649	ChrX p11.23	ChrX:48458537-48470554(-)	NM_033518	NP_277053,XP_005272751,XP_005272752,XP_005272754,XP_005272755,XP_006724632,XP_016885449,XP_016885450,XP_054184094,XP_054184095,XP_054184096,XP_054184097,XP_054184098,XP_054184099,XP_054184100	Q8WUX1
52066718	mouse, laboratory	10090	Satb1	20230	MGI:105084			Chr17 26.81 cM	Chr17:52043215-52140318(-)	XM_006523926,XM_006523925,XM_006523927,XM_036160424,NM_001163632,NM_001163631,NM_001357636,NM_001357638,NM_001357637,NM_009122,NM_001163630,NM_001357640,XM_017317366,XM_006523924	NP_001157104,NP_001344569,NP_001157102,NP_001157103,NP_033148,NP_001344567,NP_001344566,NP_001344565,XP_036016317,XP_006523990,XP_006523989,XP_006523988,XP_017172855,XP_006523987	Q60611
52066718	human	9606	SATB1	6304		HGNC:10541	OMIM:602075	Chr3 p24.3	Chr3:18345377-18445621(-)	NM_001322871,NM_001195470,NM_001131010,NM_001322873,NM_002971,NM_001322876,NM_001322875,NM_001322874,NM_001322872	XP_011532291,NP_001124482,NP_001182399,NP_001309800,NP_001309801,NP_001309802,NP_001309803,NP_001309804,NP_001309805,NP_002962,XP_011532290,XP_011532292,XP_047304639,XP_054203456,XP_054203457,XP_054203458,XP_054203459	Q01826
52066719	mouse, laboratory	10090	Rassf10	78748	MGI:1925998			Chr7 59.13 cM	Chr7:112553169-112556664(+)	NM_175279	NP_780488	Q8BL43
52066719	human	9606	RASSF10	644943		HGNC:33984	OMIM:614713	Chr11 p15.3	Chr11:13009316-13012119(+)	NM_001080521	NP_001073990	A6NK89
52066720	mouse, laboratory	10090	Arpc2	76709	MGI:1923959			Chr1 38.49 cM	Chr1:74275656-74307368(+)	NM_001431948,XM_129773,NM_001357387,NM_001431947,NM_001431946,NM_001431945,XM_030243491	XP_030099351,NP_001418875,NP_001418874,NP_001344316,NP_083987,NP_001418877,NP_001418876	Q9CVB6
52066720	human	9606	ARPC2	10109		HGNC:705	OMIM:604224	Chr2 q35	Chr2:218216630-218254356(+)	NM_005731,NM_152862	XP_047298764,NP_690601,XP_016858602,NP_005722,XP_054196060	O15144
52066721	mouse, laboratory	10090	Pon3	269823	MGI:106686			Chr6 1.99 cM	Chr6:5220852-5256286(-)	NM_001363812,XM_036166194,NM_001411739,NM_173006,NM_001411745,NM_001411744,NM_001411743,NM_001411742,NM_001411741,NM_001411740	NP_001398668,NP_001398672,NP_001398671,NP_001398670,NP_001350741,NP_001398674,NP_001398673,NP_001398669,NP_766594,XP_036022087	Q62087
